date	externalid	number	constant	digits	decimals
2008-07-16	735999999000043271	90430330	1.000	6	0
2008-09-01	735999999000025796	87465924	1.000	6	2
2008-09-01	735999999000025796	TM205725	1.000	9	0
2012-10-10	735999999000042229	90434953	1.000	6	0
2009-04-03	735999999000042243	90434939	1.000	6	0
2008-07-30	735999999000038123	3806253384	1.000	6	0
2008-07-30	735999999000038147	3806254196	1.000	6	0
2008-07-16	735999999000043424	90430261	1.000	6	0
2008-07-18	735999999000043431	90722133	1.000	6	0
2008-07-30	735999999000038192	3806253354	1.000	6	0
2010-07-14	735999999000038215	3806254169	1.000	6	0
2008-07-23	735999999000043585	90721829	1.000	6	0
2008-07-23	735999999000043592	90721833	1.000	6	0
2008-11-19	735999999000042311	90435409	1.000	6	0
2008-11-19	735999999000042403	90434490	1.000	6	0
2008-07-30	735999999000038307	3806254148	1.000	6	0
2008-07-30	735999999000038376	3806254197	1.000	6	0
2008-07-23	735999999000043608	90721830	1.000	6	0
2008-07-23	735999999000043615	90721834	1.000	6	0
2008-05-13	735999999000025802	90434341	1.000	6	0
2008-08-14	735999999000025826	3806256626	1.000	6	0
2008-05-13	735999999000042458	90434337	1.000	6	0
2012-08-27	735999999000042656	90434791	1.000	6	0
2008-07-31	735999999000038390	3806253512	1.000	6	0
2008-07-31	735999999000038444	3806253530	1.000	6	0
2008-07-22	735999999000043769	90722020	1.000	6	0
2008-07-22	735999999000043776	90722016	1.000	6	0
2008-08-12	735999999000025956	3806256578	1.000	6	0
2008-08-12	735999999000025963	3806256397	1.000	6	0
2008-07-22	735999999000043783	90722018	1.000	6	0
2008-07-18	735999999000043929	88208587	1.000	6	0
2009-03-02	735999999000042724	90435369	1.000	6	0
2008-11-05	735999999000042748	90435019	1.000	6	0
2008-08-04	735999999000042816	3806253255	1.000	6	0
2008-08-21	735999999000042885	3806255953	1.000	6	0
2008-08-12	735999999000025970	3806256581	1.000	6	0
2008-08-12	735999999000025987	3806256583	1.000	6	0
2008-07-18	735999999000043936	90722122	1.000	6	0
2008-09-29	735999999000043943	3806259291	1.000	6	0
2008-07-31	735999999000038468	3806253662	1.000	6	0
2008-07-31	735999999000038482	3806253157	1.000	6	0
2008-07-22	735999999000043066	90722047	1.000	6	0
2008-07-22	735999999000043134	90722054	1.000	6	0
2008-07-18	735999999000043950	90722121	1.000	6	0
2008-07-14	735999999000044087	90430307	1.000	6	0
2008-08-13	735999999000026120	3806256573	1.000	6	0
2008-08-13	735999999000026137	3806256607	1.000	6	0
2008-07-30	735999999000038550	3806254360	1.000	6	0
2008-07-30	735999999000038628	3806254321	1.000	6	0
2008-07-14	735999999000044094	90430305	1.000	6	0
2008-07-14	735999999000044100	90430306	1.000	6	0
2008-07-24	735999999000043158	90721781	1.000	6	0
2008-07-21	735999999000043226	90722040	1.000	6	0
2008-07-30	735999999000038642	3806254812	1.000	6	0
2008-07-30	735999999000038697	3806254345	1.000	6	0
2008-07-14	735999999000044117	90430303	1.000	6	0
2008-06-12	735999999000044124	88208537	1.000	6	0
2008-07-21	735999999000043240	90722043	1.000	6	0
2008-07-16	735999999000043318	90430265	1.000	6	0
2008-08-13	735999999000026144	3806256417	1.000	6	0
2008-08-13	735999999000026151	3806256429	1.000	6	0
2008-07-30	735999999000038710	3806254460	1.000	6	0
2008-06-30	735999999000038789	90722149	1.000	6	0
2008-10-24	735999999000044254	3806252539	1.000	6	0
2008-10-24	735999999000044285	3806252653	1.000	6	0
2012-05-30	735999999000038871	89761192	1.000	6	0
2008-07-01	735999999000038895	90722217	1.000	6	0
2008-07-16	735999999000043387	90430260	1.000	6	0
2008-07-16	735999999000043400	90430264	1.000	6	0
2008-07-01	735999999000038963	90722224	1.000	6	0
2008-06-30	735999999000038987	88322260	1.000	6	0
2008-10-20	735999999000044438	3806251451	1.000	6	0
2008-10-24	735999999000044445	3806253090	1.000	6	0
2010-03-17	735999999000039038	3806254972	1.000	6	0
2008-06-30	735999999000039052	90722209	1.000	6	0
2008-08-14	735999999000026298	3806256621	1.000	6	0
2008-08-13	735999999000026304	3806256679	1.000	6	0
2008-08-26	735999999000044605	3806255141	1.000	6	0
2008-07-29	735999999000044612	3806253993	1.000	6	0
2008-07-18	735999999000043479	90722130	1.000	6	0
2008-07-18	735999999000043493	90722129	1.000	6	0
2008-07-28	735999999000039281	3806253994	1.000	6	0
2008-07-30	735999999000039304	3806253916	1.000	6	0
2008-08-13	735999999000026311	3806256644	1.000	6	0
2008-08-14	735999999000026328	3806256505	1.000	6	0
2008-07-28	735999999000044629	3806254162	1.000	6	0
2008-07-31	735999999000044759	3806256071	1.000	6	0
2008-07-23	735999999000043547	90721831	1.000	6	0
2008-07-23	735999999000043561	90721828	1.000	6	0
2008-07-30	735999999000041710	3806254044	1.000	6	0
2008-07-30	735999999000041734	3806253974	1.000	6	0
2008-07-31	735999999000044766	3806253751	1.000	6	0
2008-10-29	735999999000044780	3806251158	1.000	6	0
2008-07-23	735999999000043653	90721819	1.000	6	0
2008-07-23	735999999000043721	90721815	1.000	6	0
2008-08-12	735999999000026458	3806256428	1.000	6	0
2008-08-15	735999999000026625	3806255725	1.000	6	0
2008-07-30	735999999000041802	3806253941	1.000	6	0
2008-07-30	735999999000041826	3806253959	1.000	6	0
2008-10-23	735999999000044926	3806252964	1.000	6	0
2008-10-23	735999999000044933	3806252612	1.000	6	0
2008-07-22	735999999000043790	90722015	1.000	6	0
2008-07-18	735999999000043882	90430250	1.000	6	0
2008-10-23	735999999000044940	3806252877	1.000	6	0
2008-10-23	735999999000044957	3806252739	1.000	6	0
2008-07-18	735999999000043905	90430253	1.000	6	0
2008-07-18	735999999000043974	90722124	1.000	6	0
2010-09-22	735999999000041895	3806255192	1.000	6	0
2008-07-31	735999999000041987	3806254309	1.000	6	0
2008-10-21	735999999000045091	3806251255	1.000	6	0
2008-10-21	735999999000045107	3806251291	1.000	6	0
2011-06-22	735999999000043998	90722110	1.000	6	0
2008-07-18	735999999000044049	90722107	1.000	6	0
2008-07-29	735999999000042076	3806254095	1.000	6	0
2011-10-03	735999999000042120	90841695	1.000	6	0
2008-08-15	735999999000026632	3806255259	1.000	6	0
2008-08-15	735999999000026649	3806255175	1.000	6	0
2008-10-21	735999999000045114	3806251335	1.000	6	0
2008-10-21	735999999000045121	3806251388	1.000	6	0
2008-07-18	735999999000044063	90722106	1.000	6	0
2008-10-24	735999999000044131	3806252812	1.000	6	0
2008-11-06	735999999000042212	90615132	1.000	6	0
2008-05-21	735999999000042236	88322241	1.000	6	0
2008-10-24	735999999000044223	3806252813	1.000	6	0
2008-10-24	735999999000044315	3806252824	1.000	6	0
2008-10-20	735999999000044407	3806251253	1.000	6	0
2008-10-20	735999999000044476	3806252285	1.000	6	0
2008-10-21	735999999000045251	90435169	1.000	6	0
2008-10-17	735999999000045268	90435271	1.000	6	0
2008-10-31	735999999000042304	90434901	1.000	6	0
2009-03-23	735999999000042328	90615169	1.000	6	0
2008-08-15	735999999000026656	3806255380	1.000	6	0
2008-08-13	735999999000026793	3806256434	1.000	6	0
2011-11-22	735999999000044544	3806256314	1.000	6	0
2008-07-29	735999999000044636	3806253804	1.000	6	0
2008-10-21	735999999000045275	90435238	1.000	6	0
2008-10-21	735999999000045282	90435237	1.000	6	0
2012-12-14	735999999000042557	3806254572	1.000	6	0
2008-07-31	735999999000042625	3806256080	1.000	6	0
2008-08-13	735999999000026809	3806256374	1.000	6	0
2008-08-13	735999999000026816	3806256382	1.000	6	0
2008-10-17	735999999000044650	3806251909	1.000	6	0
2008-07-29	735999999000044728	3806256163	1.000	6	0
2008-10-21	735999999000045299	90435236	1.000	6	0
2011-01-19	735999999000045428	90435376	1.000	6	0
2008-11-20	735999999000042717	90435029	1.000	6	0
2010-07-19	735999999000042731	90434984	1.000	6	0
2008-08-26	735999999000044742	3806255712	1.000	6	0
2008-10-29	735999999000044810	3806251003	1.000	6	0
2008-07-31	735999999000042809	3806253208	1.000	6	0
2008-07-31	735999999000042823	3806253103	1.000	6	0
2009-01-12	735999999000045435	90435047	1.000	6	0
2008-10-27	735999999000045442	90435031	1.000	6	0
2008-10-29	735999999000044834	3806251098	1.000	6	0
2008-10-29	735999999000044889	3806251148	1.000	6	0
2008-08-13	735999999000026823	3806256440	1.000	6	0
2010-06-21	735999999000026960	3806255433	1.000	6	0
2008-07-31	735999999000042892	3806256013	1.000	6	0
2008-08-13	735999999000042984	3806255977	1.000	6	0
2008-07-29	735999999000045459	3806253195	1.000	6	0
2008-07-30	735999999000045596	3806253305	1.000	6	0
2008-10-21	735999999000044902	3806251550	1.000	6	0
2008-10-21	735999999000045138	3806251290	1.000	6	0
2008-07-22	735999999000043059	90722046	1.000	6	0
2008-07-22	735999999000043073	90722048	1.000	6	0
2008-07-30	735999999000045602	3806253393	1.000	6	0
2008-07-30	735999999000045619	3806254790	1.000	6	0
2008-07-22	735999999000043127	90722053	1.000	6	0
2008-07-24	735999999000043141	90721768	1.000	6	0
2008-10-21	735999999000045152	3806251360	1.000	6	0
2008-10-21	735999999000045220	90435239	1.000	6	0
2009-10-01	735999999000026984	3806253788	1.000	6	0
2008-08-15	735999999000027127	3806255271	1.000	6	0
2008-07-30	735999999000045626	3806253398	1.000	6	0
2008-07-30	735999999000045763	3806253292	1.000	6	0
2008-07-21	735999999000043219	90722039	1.000	6	0
2008-07-21	735999999000043233	90722037	1.000	6	0
2008-10-21	735999999000045244	90615164	1.000	6	0
2008-10-21	735999999000045312	90435235	1.000	6	0
2008-07-16	735999999000043325	90430262	1.000	6	0
2008-07-16	735999999000043370	90430329	1.000	6	0
2011-10-05	735999999000045770	3806260749	1.000	6	0
2008-07-30	735999999000045787	3806253349	1.000	6	0
2008-07-16	735999999000043394	90430266	1.000	6	0
2008-07-16	735999999000043417	90430331	1.000	6	0
2008-10-27	735999999000045381	90435033	1.000	6	0
2008-10-27	735999999000045404	90435030	1.000	6	0
2008-07-30	735999999000045794	3806253377	1.000	6	0
2008-07-31	735999999000045923	3806253243	1.000	6	0
2008-07-18	735999999000043462	90722132	1.000	6	0
2008-07-18	735999999000043486	90722131	1.000	6	0
2008-07-29	735999999000045473	3806253356	1.000	6	0
2008-07-29	735999999000045497	3806254793	1.000	6	0
2008-11-03	735999999000045930	90384117	1.000	6	0
2008-07-31	735999999000045947	3806253105	1.000	6	0
2008-07-23	735999999000043554	90721827	1.000	6	0
2008-07-23	735999999000043578	90721832	1.000	6	0
2008-10-21	735999999000045954	90384119	1.000	6	0
2008-10-23	735999999000046098	3806253005	1.000	6	0
2008-07-23	735999999000043622	90721820	1.000	6	0
2008-07-23	735999999000043660	90721821	1.000	6	0
2008-07-29	735999999000045565	3806254367	1.000	6	0
2008-07-29	735999999000045589	3806254984	1.000	6	0
2008-07-23	735999999000043714	90721816	1.000	6	0
2008-07-22	735999999000043738	90722019	1.000	6	0
2008-10-23	735999999000046104	90384213	1.000	6	0
2008-10-22	735999999000046111	90384217	1.000	6	0
2008-07-30	735999999000045633	3806253124	1.000	6	0
2008-07-30	735999999000045749	3806253179	1.000	6	0
2008-08-11	735999999000027158	3806255714	1.000	6	0
2008-08-14	735999999000027295	3806255214	1.000	6	0
2008-07-22	735999999000043806	90722017	1.000	6	0
2008-07-18	735999999000043820	90430378	1.000	6	0
2008-07-14	735999999000046128	94676008	1.000	6	0
2008-07-17	735999999000046265	90430102	1.000	6	0
2008-07-30	735999999000045817	3806253392	1.000	6	0
2008-07-14	735999999000045886	90430104	1.000	6	0
2008-07-18	735999999000043899	90430249	1.000	6	0
2008-07-18	735999999000043912	90430251	1.000	6	0
2008-07-17	735999999000046272	90430192	1.000	6	0
2008-07-17	735999999000046289	90430194	1.000	6	0
2008-10-23	735999999000045978	3806253020	1.000	6	0
2008-10-23	735999999000045992	90384215	1.000	6	0
2008-08-15	735999999000027301	3806256449	1.000	6	0
2008-08-14	735999999000027318	3806256700	1.000	6	0
2008-07-18	735999999000043967	90722123	1.000	6	0
2011-06-22	735999999000043981	90722111	1.000	6	0
2008-07-17	735999999000046296	90430197	1.000	6	0
2013-05-22	735999999000046425	 505163914246775	1.000	6	0
2008-10-17	735999999000046067	90384214	1.000	6	0
2008-10-20	735999999000046081	90384216	1.000	6	0
2008-08-14	735999999000027325	3806256414	1.000	6	0
2008-10-27	735999999000027493	90434708	1.000	6	0
2008-07-18	735999999000044056	90722112	1.000	6	0
2008-07-14	735999999000044070	90430308	1.000	6	0
2008-10-28	735999999000046432	90435081	1.000	6	0
2008-10-28	735999999000046449	90435172	1.000	6	0
2008-10-23	735999999000046135	3806252411	1.000	6	0
2008-07-17	735999999000046159	90430195	1.000	6	0
2008-10-24	735999999000044162	3806252495	1.000	6	0
2008-08-18	735999999000044551	3806255476	1.000	6	0
2008-10-28	735999999000046456	90435079	1.000	6	0
2013-08-21	735999999000046463	14246692	1.000	6	0
2008-11-10	735999999000027622	90434458	1.000	6	0
2008-08-05	735999999000027639	3806254722	1.000	6	0
2008-07-17	735999999000046227	90430100	1.000	6	0
2008-07-17	735999999000046241	90430127	1.000	6	0
2008-07-28	735999999000044575	3806253725	1.000	6	0
2008-07-28	735999999000044643	3806254083	1.000	6	0
2008-12-15	735999999000046609	90434848	1.000	6	0
2009-02-09	735999999000046616	90435445	1.000	6	0
2008-07-29	735999999000044667	3806253973	1.000	6	0
2008-07-29	735999999000044711	3806256075	1.000	6	0
2008-10-30	735999999000046333	3806251942	1.000	6	0
2012-12-27	735999999000046388	90435232	1.000	6	0
2008-10-24	735999999000046623	3806252799	1.000	6	0
2008-10-22	735999999000046760	3806252045	1.000	6	0
2008-07-31	735999999000044735	3806253937	1.000	6	0
2008-10-29	735999999000044827	3806251032	1.000	6	0
2008-11-07	735999999000027790	90434893	1.000	6	0
2008-11-07	735999999000027806	90434898	1.000	6	0
2008-10-28	735999999000046401	90435084	1.000	6	0
2008-10-30	735999999000046470	3806251414	1.000	6	0
2008-10-21	735999999000044896	3806251472	1.000	6	0
2008-10-23	735999999000044919	3806252331	1.000	6	0
2008-10-21	735999999000046937	3806251623	1.000	6	0
2008-10-22	735999999000046944	3806251418	1.000	6	0
2012-11-23	735999999000027813	90434724	1.000	6	0
2012-08-31	735999999000027820	90434685	1.000	6	0
2008-10-28	735999999000046562	90435207	1.000	6	0
2012-08-02	735999999000046586	90434509	1.000	6	0
2008-10-23	735999999000044964	3806252755	1.000	6	0
2012-11-02	735999999000044988	11680683	1.000	6	3
2008-10-21	735999999000046951	3806251312	1.000	6	0
2008-10-22	735999999000046968	3806251642	1.000	6	0
2008-10-20	735999999000046654	3806252071	1.000	6	0
2008-11-10	735999999000046746	3806251747	1.000	6	0
2008-10-21	735999999000045053	3806252094	1.000	6	0
2008-10-21	735999999000045145	3806251287	1.000	6	0
2010-06-17	735999999000047101	3806260410	1.000	6	0
2008-10-31	735999999000047262	90434850	1.000	6	0
2008-11-07	735999999000027967	90434596	1.000	6	0
2013-08-20	735999999000027974	14246742	1.000	6	0
2011-03-10	735999999000046814	88364666	1.000	6	0
2008-10-22	735999999000046838	3806251835	1.000	6	0
2008-10-21	735999999000045169	3806251880	1.000	6	0
2009-01-13	735999999000045213	90615049	1.000	6	0
2009-03-23	735999999000047279	90435074	1.000	6	0
2008-10-29	735999999000047286	90435210	1.000	6	0
2008-10-21	735999999000045237	90615057	1.000	6	0
2008-10-21	735999999000045305	90435234	1.000	6	0
2012-04-25	735999999000047293	90434855	1.000	6	0
2008-10-22	735999999000047439	90434786	1.000	6	0
2008-10-22	735999999000046883	3806251691	1.000	6	0
2008-10-21	735999999000046906	3806251620	1.000	6	0
2008-10-27	735999999000045329	3806252617	1.000	6	0
2009-01-15	735999999000045398	90435371	1.000	6	0
2008-10-22	735999999000046920	3806251449	1.000	6	0
2008-10-22	735999999000046975	3806251665	1.000	6	0
2008-10-22	735999999000047446	90435240	1.000	6	0
2012-11-21	735999999000047453	90434666	1.000	6	0
2013-03-06	735999999000027981	90434336	1.000	6	0
2013-03-21	735999999000027998	90434554	1.000	6	0
2008-10-27	735999999000045411	90435032	1.000	6	0
2008-07-29	735999999000045466	3806253278	1.000	6	0
2009-05-13	735999999000047460	90435297	1.000	6	0
2009-02-26	735999999000047590	90435312	1.000	6	0
2008-10-22	735999999000046999	3806251355	1.000	6	0
2008-10-30	735999999000047132	3806252062	1.000	6	0
2008-10-23	735999999000047606	90435220	1.000	6	0
2008-10-27	735999999000047613	3806252851	1.000	6	0
2009-03-19	735999999000047224	90434519	1.000	6	0
2009-03-26	735999999000047248	90435335	1.000	6	0
2008-07-29	735999999000045480	3806253347	1.000	6	0
2008-07-29	735999999000045558	3806254747	1.000	6	0
2008-08-15	735999999000028124	3806255896	1.000	6	0
2008-08-14	735999999000028131	3806256386	1.000	6	0
2008-10-30	735999999000047767	3806251653	1.000	6	0
2008-11-03	735999999000047798	3806251668	1.000	6	0
2013-08-27	735999999000047316	14246705	1.000	6	0
2008-10-22	735999999000047330	90434784	1.000	6	0
2008-07-29	735999999000045572	3806253755	1.000	6	0
2008-07-30	735999999000045664	3806253304	1.000	6	0
2008-08-14	735999999000028148	3806256391	1.000	6	0
2008-08-14	735999999000028155	3806256488	1.000	6	0
2008-10-29	735999999000047934	3806251711	1.000	6	0
2008-10-29	735999999000047941	3806251577	1.000	6	0
2008-07-30	735999999000045732	3806253136	1.000	6	0
2008-07-30	735999999000045756	3806253189	1.000	6	0
2008-10-23	735999999000047385	90434904	1.000	6	0
2008-10-22	735999999000047408	90435245	1.000	6	0
2008-10-29	735999999000047958	3806251542	1.000	6	0
2008-10-29	735999999000047965	3806251935	1.000	6	0
2008-10-22	735999999000047422	90435258	1.000	6	0
2009-03-31	735999999000047477	90435337	1.000	6	0
2008-07-30	735999999000045800	3806253381	1.000	6	0
2008-02-01	735999999000045824	TM200511	1.000	9	0
2008-08-14	735999999000028162	3806256658	1.000	6	0
2008-08-14	735999999000028292	3806256613	1.000	6	0
2010-09-28	735999999000048108	90434988	1.000	6	0
2008-10-31	735999999000048139	3806251238	1.000	6	0
2008-10-23	735999999000047569	90435223	1.000	6	0
2008-10-23	735999999000047583	90435221	1.000	6	0
2008-05-01	735999999000045824	87465854	1.000	6	2
2008-07-16	735999999000045893	90430119	1.000	6	0
2008-11-05	735999999000047675	3806255793	1.000	6	0
2008-10-30	735999999000047903	3806251977	1.000	6	0
2008-07-31	735999999000045916	3806253107	1.000	6	0
2008-10-17	735999999000045961	3806253082	1.000	6	0
2013-11-20	735999999000048269	90434733	1.000	6	0
2008-10-27	735999999000048276	90615086	1.000	6	0
2008-10-22	735999999000045985	90384118	1.000	6	0
2008-07-14	735999999000046005	90430105	1.000	6	0
2013-04-02	735999999000028308	89760565	1.000	6	0
2008-08-05	735999999000028469	3806254488	1.000	6	0
2008-10-29	735999999000047927	3806252315	1.000	6	0
2008-10-29	735999999000047972	3806252003	1.000	6	0
2008-10-27	735999999000048283	90434727	1.000	6	0
2008-10-31	735999999000048290	90434763	1.000	6	0
2008-07-14	735999999000046050	94676009	1.000	6	0
2008-07-14	735999999000046074	90430108	1.000	6	0
2008-08-05	735999999000028476	3806254903	1.000	6	0
2008-08-05	735999999000028483	3806254776	1.000	6	0
2008-10-29	735999999000048443	90434815	1.000	6	0
2008-10-29	735999999000048450	90435278	1.000	6	0
2008-10-29	735999999000047996	3806251847	1.000	6	0
2008-10-29	735999999000048061	3806251963	1.000	6	0
2008-07-17	735999999000046142	90430196	1.000	6	0
2008-07-17	735999999000046166	90430191	1.000	6	0
2008-10-29	735999999000048085	3806251844	1.000	6	0
2012-11-01	735999999000048153	11680681	1.000	6	3
2008-10-29	735999999000048467	90435276	1.000	6	0
2009-02-10	735999999000048603	90435443	1.000	6	0
2008-07-17	735999999000046210	90430189	1.000	6	0
2008-07-17	735999999000046234	90430193	1.000	6	0
2008-08-05	735999999000028490	3806254595	1.000	6	0
2008-09-01	735999999000028827	TM210806	1.000	9	0
2008-11-01	735999999000048177	3806251993	1.000	6	0
2008-10-27	735999999000048245	90434728	1.000	6	0
2008-10-31	735999999000048610	90435173	1.000	6	0
2008-10-29	735999999000048627	90435281	1.000	6	0
2008-07-17	735999999000046258	90430198	1.000	6	0
2008-10-28	735999999000046395	90435083	1.000	6	0
2008-10-30	735999999000048313	3806252146	1.000	6	0
2008-10-29	735999999000048405	3806251978	1.000	6	0
2008-10-29	735999999000048634	90435091	1.000	6	0
2008-07-11	735999999000048764	88312424	1.000	6	0
2008-10-28	735999999000046418	90435082	1.000	6	0
2008-10-28	735999999000046555	90435205	1.000	6	0
2008-07-16	735999999000048771	88312419	1.000	6	0
2008-07-29	735999999000048788	88312503	1.000	6	0
2013-03-21	735999999000048474	90435094	1.000	6	0
2008-10-29	735999999000048498	90434810	1.000	6	0
2013-05-20	735999999000046579	 505163914246768	1.000	6	0
2008-11-10	735999999000046739	3806252248	1.000	6	0
2013-04-01	735999999000028827	11555685	1.000	6	0
2008-10-23	735999999000029145	90384220	1.000	6	0
2008-07-17	735999999000048795	88312425	1.000	6	0
2008-07-16	735999999000048801	88312420	1.000	6	0
2013-08-22	735999999000048566	14246688	1.000	6	0
2008-10-29	735999999000048580	90434694	1.000	6	0
2008-06-15	735999999000048931	88312299	1.000	6	0
2008-06-15	735999999000048948	88312301	1.000	6	0
2013-08-16	735999999000048658	14246736	1.000	6	0
2010-08-04	735999999000048672	90435328	1.000	6	0
2008-10-10	735999999000029152	90384219	1.000	6	0
2008-10-22	735999999000029169	3806252966	1.000	6	0
2008-05-19	735999999000048955	88312310	1.000	6	0
2008-07-21	735999999000048962	88312248	1.000	6	0
2008-10-30	735999999000048726	3806252762	1.000	6	0
2008-07-11	735999999000048740	88312421	1.000	6	0
2008-10-22	735999999000046890	3806251745	1.000	6	0
2008-10-22	735999999000046913	3806251422	1.000	6	0
2013-10-08	735999999000029299	1301463094	1.000	6	0
2008-07-22	735999999000029305	90721970	1.000	6	0
2008-07-21	735999999000049105	88312252	1.000	6	0
2008-07-21	735999999000049112	88312249	1.000	6	0
2008-07-17	735999999000048818	88312251	1.000	6	0
2008-07-22	735999999000048832	88312255	1.000	6	0
2008-10-21	735999999000046982	3806251313	1.000	6	0
2008-10-21	735999999000047002	3806251622	1.000	6	0
2008-05-18	735999999000049129	88312312	1.000	6	0
2008-06-21	735999999000049136	88312300	1.000	6	0
2008-08-27	735999999000048900	88312382	1.000	6	0
2008-08-04	735999999000048924	88312379	1.000	6	0
2009-07-01	735999999000049266	TM202613	1.000	9	0
2009-07-01	735999999000049266	3806252914	1.000	6	0
2008-10-30	735999999000047071	3806252153	1.000	6	0
2008-10-27	735999999000047163	3806252853	1.000	6	0
2008-07-24	735999999000029312	3806254136	1.000	6	0
2008-07-24	735999999000029466	3806253284	1.000	6	0
2008-07-31	735999999000048979	88312384	1.000	6	0
2008-07-31	735999999000048993	88312383	1.000	6	0
2008-10-29	735999999000049280	3806251941	1.000	6	0
2008-10-30	735999999000049433	3806252773	1.000	6	0
2008-10-31	735999999000047231	90435208	1.000	6	0
2008-10-27	735999999000047255	90435036	1.000	6	0
2008-10-31	735999999000049440	3806252805	1.000	6	0
2008-10-30	735999999000049457	3806252829	1.000	6	0
2009-07-21	735999999000047309	94676021	1.000	6	0
2008-10-22	735999999000047323	90434783	1.000	6	0
2008-07-29	735999999000049068	88312505	1.000	6	0
2008-07-30	735999999000049082	88312387	1.000	6	0
2008-10-30	735999999000049464	3806252615	1.000	6	0
2008-10-24	735999999000049600	3806251376	1.000	6	0
2008-10-23	735999999000047392	90434903	1.000	6	0
2008-10-22	735999999000047415	90435142	1.000	6	0
2008-07-24	735999999000029473	3806253118	1.000	6	0
2008-07-24	735999999000029480	3806253262	1.000	6	0
2008-06-24	735999999000049150	88312427	1.000	6	0
2008-07-31	735999999000049174	88312380	1.000	6	0
2009-03-02	735999999000049631	3806251837	1.000	6	0
2008-10-30	735999999000049785	3806251814	1.000	6	0
2008-10-23	735999999000047484	3806254849	1.000	6	0
2012-08-28	735999999000047552	90434852	1.000	6	0
2008-07-24	735999999000029497	3806253169	1.000	6	0
2008-07-24	735999999000029633	3806254085	1.000	6	0
2008-10-27	735999999000049938	90615092	1.000	6	0
2008-10-27	735999999000049969	90615088	1.000	6	0
2008-08-01	735999999000049228	88312385	1.000	6	0
2008-07-27	735999999000049242	88312498	1.000	6	0
2008-10-22	735999999000047576	90435256	1.000	6	0
2008-10-31	735999999000047644	90615151	1.000	6	0
2008-10-29	735999999000049310	90435248	1.000	6	0
2008-10-29	735999999000049334	90435249	1.000	6	0
2008-10-24	735999999000050101	90435089	1.000	6	0
2008-10-24	735999999000050118	90435088	1.000	6	0
2008-07-24	735999999000029640	3806253196	1.000	6	0
2008-07-24	735999999000029657	3806253106	1.000	6	0
2008-10-30	735999999000047736	3806252035	1.000	6	0
2008-10-30	735999999000047828	3806252052	1.000	6	0
2008-10-30	735999999000049426	3806252918	1.000	6	0
2008-10-29	735999999000049471	3806252316	1.000	6	0
2008-10-24	735999999000050125	90435086	1.000	6	0
2008-10-24	735999999000050132	90435087	1.000	6	0
2008-10-29	735999999000049495	3806252908	1.000	6	0
2008-10-23	735999999000049518	3806251375	1.000	6	0
2008-10-24	735999999000050279	3806251226	1.000	6	0
2008-10-24	735999999000050286	3806251370	1.000	6	0
2008-10-30	735999999000047897	3806252886	1.000	6	0
2008-10-29	735999999000047910	3806251579	1.000	6	0
2008-10-30	735999999000049815	3806251992	1.000	6	0
2009-01-29	735999999000049907	90615160	1.000	6	0
2008-10-24	735999999000050293	3806251295	1.000	6	0
2008-10-24	735999999000050309	3806252097	1.000	6	0
2008-07-24	735999999000029664	3806253173	1.000	6	0
2008-07-24	735999999000029794	3806253215	1.000	6	0
2012-04-17	735999999000047989	3806255403	1.000	6	0
2008-10-29	735999999000048009	3806252011	1.000	6	0
2012-06-07	735999999000049990	3806255565	1.000	6	0
2008-10-24	735999999000050156	90435090	1.000	6	0
2008-10-21	735999999000050439	3806251526	1.000	6	0
2008-10-24	735999999000050446	3806254361	1.000	6	0
2008-07-24	735999999000029800	3806253168	1.000	6	0
2008-07-24	735999999000029817	3806253296	1.000	6	0
2012-05-29	735999999000050477	90435370	1.000	6	0
2009-02-11	735999999000050606	90615167	1.000	6	0
2008-10-29	735999999000048054	3806251562	1.000	6	0
2008-10-29	735999999000048078	3806260463	1.000	6	0
2008-10-21	735999999000050170	3806251265	1.000	6	0
2008-10-24	735999999000050248	3806252203	1.000	6	0
2008-10-27	735999999000048146	90615083	1.000	6	0
2008-10-31	735999999000048160	3806252768	1.000	6	0
2008-07-22	735999999000029824	90721944	1.000	6	0
2008-07-22	735999999000029961	90721884	1.000	6	0
2008-10-24	735999999000050613	3806253021	1.000	6	0
2008-10-24	735999999000050620	3806253040	1.000	6	0
2008-10-24	735999999000050262	3806251326	1.000	6	0
2008-10-24	735999999000050316	3806251377	1.000	6	0
2013-08-16	735999999000048252	14246735	1.000	6	0
2008-11-13	735999999000048306	90434624	1.000	6	0
2008-07-22	735999999000029978	90721878	1.000	6	0
2008-07-22	735999999000029985	90721943	1.000	6	0
2008-10-24	735999999000050637	3806253091	1.000	6	0
2008-10-23	735999999000050774	90615112	1.000	6	0
2008-10-24	735999999000050330	3806252801	1.000	6	0
2008-10-21	735999999000050408	3806251883	1.000	6	0
2008-10-29	735999999000048344	3806251494	1.000	6	0
2008-10-29	735999999000048399	3806251733	1.000	6	0
2008-10-23	735999999000050781	3806252170	1.000	6	0
2008-10-24	735999999000050941	3806251251	1.000	6	0
2008-10-21	735999999000050422	3806251445	1.000	6	0
2008-11-19	735999999000050491	90434525	1.000	6	0
2008-10-30	735999999000048412	3806252686	1.000	6	0
2008-10-29	735999999000048481	90435241	1.000	6	0
2008-07-22	735999999000029992	90721880	1.000	6	0
2008-08-14	735999999000030134	90615021	1.000	6	0
